disp,time
0.2968682239762815,0.0
0.2825308699825669,0.02
0.17942731894483518,0.04
0.2835748888521381,0.06
0.2658730522557756,0.08
0.3108262946070854,0.1
0.2789883531304456,0.12
0.28272421806503656,0.14
0.30286110571746633,0.16
0.30203535355288574,0.18
0.2932104341282606,0.2
0.2727853135125169,0.22
0.25175714765385543,0.24
0.24663532648596015,0.26
0.2980478279190733,0.28
0.23426941241820917,0.3
0.223078618034176,0.32
0.2242464219591854,0.34
0.27727985428215324,0.36
0.2682706465722641,0.38
0.21978433508302148,0.4
0.20059852524244687,0.42
0.24246808855476354,0.44
0.2895568805221091,0.46
0.21584474643240922,0.48
0.225904444501439,0.5
0.2524631526681778,0.52
0.2686519287380568,0.54
0.1674186269402311,0.56
0.19432047436329786,0.58
0.2950572773154852,0.6
0.30073336842526965,0.62
0.3162811619949597,0.64
0.40305186138387467,0.66
0.3272433708244397,0.68
0.38042638999329914,0.7
0.3439278252761592,0.72
0.3710986011318337,0.74
0.34521964959080126,0.76
0.423791685388409,0.78
0.517895614342357,0.8
0.4119270260768986,0.82
0.42772642419433426,0.84
0.420947156446129,0.86
0.5283851751799081,0.88
0.46667038518073084,0.9
0.5227217207125013,0.92
0.5390545066557295,0.94
0.5695854258971613,0.96
0.49300861635026455,0.98
0.5838702879525974,1.0
0.49389931627948297,1.02
0.4883148389637236,1.04
0.44218331005239647,1.06
0.45295779902094424,1.08
0.4289462443102902,1.1
0.5413085241434828,1.12
0.4371077521695386,1.14
0.43920082576542374,1.16
0.46554352533631127,1.18
0.47473257440945527,1.2
0.4938452727085783,1.22
0.5473937314559003,1.24
0.5830695239390329,1.26
0.5376822336753148,1.28
0.4516074497676342,1.3
0.504053174698825,1.32
0.5302763978184148,1.34
0.5556309876360271,1.36
0.4578424803812535,1.38
0.4913020324836353,1.4
0.5179592809527469,1.42
0.5032918686186075,1.44
0.5433287384372925,1.46
0.5410201953108048,1.48
0.4732449100425315,1.5
0.46653828424989763,1.52
0.4965594657753357,1.54
0.45784248038125364,1.56
0.4373139467461471,1.58
0.47847452564358595,1.6
0.43834413913926384,1.62
0.521065547288175,1.64
0.44205106032438896,1.66
0.44757762652311417,1.68
0.4688126150745052,1.7
0.4754767680326457,1.72
0.4428321470058923,1.74
0.45777782759826463,1.76
0.4796357627119704,1.78
0.44198872514359244,1.8
0.48186955890400457,1.82
0.5020819885480178,1.84
0.4604708959287556,1.86
0.540189546254912,1.88
0.4863397424839757,1.9
0.5065689734642262,1.92
0.47363978881538776,1.94
0.519262632724362,1.96
0.5037929416341489,1.98
0.4829849283558338,2.0
0.4867409066298542,2.02
0.47857577226545434,2.04
0.48360030274835103,2.06
0.5689777170028856,2.08
0.5192943137844711,2.1
0.4726400517174148,2.12
0.5322726067843303,2.14
0.5583149399281103,2.16
0.5169736298814099,2.18
0.5004434567578583,2.2
0.5467981818345093,2.22
0.5206808220612751,2.24
0.5439240220385424,2.26
0.492237096111932,2.28
0.5254760597732628,2.3
0.47186212519775117,2.32
0.5204569153272485,2.34
0.46674368903255065,2.36
0.5001385081663944,2.38
0.49168941777957764,2.4
0.43278335009590924,2.42
0.5073901942132565,2.44
0.5348464686914668,2.46
0.538295320415237,2.48
0.4910652112708366,2.5
0.46475167158346786,2.52
0.5032488748513614,2.54
0.4754767680326457,2.56
0.5401377448067275,2.58
0.5037929416341489,2.6
0.5418334369623943,2.62
0.5593962871817983,2.64
0.49184985119264024,2.66
0.5282901456411125,2.68
0.44173927364402316,2.7
0.4274888582109811,2.72
0.44424265823410025,2.74
0.4999647341464539,2.76
0.4590299473384614,2.78
0.43743525822664175,2.8
0.5264912791374101,2.82
0.4525697814439502,2.84
0.4589202128140176,2.86
0.43278335009590924,2.88
0.4939841589980918,2.9
0.47291687776707836,2.92
0.4306347931679001,2.94
0.5073901942132565,2.96
0.49686686757177306,2.98
0.4519048361477358,3.0
0.5193429993467401,3.02
0.5219723518237167,3.04
0.44871807600793884,3.06
0.5085770813149199,3.08
0.4560586717310485,3.1
0.5131362280241107,3.12
0.4975483296136812,3.14
0.4964337774413421,3.16
0.4660134164688696,3.18
0.47257000571309693,3.2
0.4769984624774101,3.22
0.5496597467424109,3.24
0.5345940462726957,3.26
0.4940738820182942,3.28
0.5668289998036719,3.3
0.4662980789433762,3.32
0.5268934824253069,3.34
0.4822964466728571,3.36
0.5268934824253069,3.38
0.5535422487288733,3.4
0.5121882190304836,3.42
0.4411084686977291,3.44
0.4964337774413421,3.46
0.4964337774413421,3.48
0.5058453649167587,3.5
0.46355931137442075,3.52
0.45380909944691494,3.54
0.5015869632974176,3.56
0.49168941777957764,3.58
0.4869656463195549,3.6
0.5491469481046743,3.62
0.5270845581376006,3.64
0.5454840731544154,3.66
0.5427107792295767,3.68
0.492237096111932,3.7
0.5681384374109287,3.72
0.5125808734465969,3.74
0.5170856237324746,3.76
0.5044086971623581,3.78
0.5085770813149199,3.8
0.5237196036844204,3.82
0.5556850555163992,3.84
