disp,time
0.17361064281628338,0.0
0.1522452525685191,0.02
0.12067536653598579,0.04
0.1600049518726566,0.06
0.13802174305938678,0.08
0.1655048376376351,0.1
0.17384875643023315,0.12
0.18085729920789437,0.14
0.13902785225008893,0.16
0.18713971541031774,0.18
0.1674262507649326,0.2
0.1674647543212106,0.22
0.13773304851460005,0.24
0.17018019326136877,0.26
0.17384875643023312,0.28
0.15946000785033373,0.3
0.16963169266168573,0.32
0.16835618647465905,0.34
0.159684856784296,0.36
0.17201430316447797,0.38
0.15556999167894994,0.4
0.13345415995532556,0.42
0.142143114941169,0.44
0.14809440396011894,0.46
0.1292625647007672,0.48
0.13758607581242907,0.5
0.1534676367932851,0.52
0.14531058552942436,0.54
0.13726295182470008,0.56
0.15394680901994287,0.58
0.18641881178633674,0.6
0.15751985917894767,0.62
0.1722722563729209,0.64
0.15751985917894765,0.66
0.14921645179246032,0.68
0.1603998205258457,0.7
0.14577759664427287,0.72
0.16685656044573358,0.74
0.15720848214925345,0.76
0.1630142784924582,0.78
0.14052485457805253,0.8
0.15026372259818085,0.82
0.15144356186805985,0.84
0.1784678259863859,0.86
0.1459261538816462,0.88
0.15663118811294863,0.9
0.1672760031784911,0.92
0.1726125038045847,0.94
0.14028152068139554,0.96
0.17241748888378666,0.98
0.159684856784296,1.0
0.15830706210651435,1.02
0.09263847940361242,1.04
0.14820495413287108,1.06
0.08610063211830911,1.08
0.11187371717482585,1.1
0.061942288833153836,1.12
0.11528904708956748,1.14
0.13587010413558834,1.16
0.09741460789184135,1.18
0.11187371717482583,1.2
0.13836786729745323,1.22
0.09605715792160462,1.24
0.10718586601031874,1.26
0.11355132528569081,1.28
0.16791710984453956,1.3
0.13471569645962514,1.32
0.10489030504891281,1.34
0.08506931597137377,1.36
0.15243669046422142,1.38
0.1351814184145823,1.4
0.17497580028810913,1.42
0.1509414331898122,1.44
0.1715334377813548,1.46
0.11022595432820154,1.48
0.04677316275783694,1.5
0.09880924226002569,1.52
0.07700338289565382,1.54
0.10098611631253264,1.56
0.05207191581846587,1.58
0.010245284855626447,1.6
0.061218660416011025,1.62
0.10431417450263109,1.64
0.08726717435904525,1.66
