disp,relative_time
0.416965709872406,0.0
0.410011601451159,0.02
0.3927651298947285,0.04
0.3804704522041283,0.06
0.3673607996703139,0.08
0.3484985918624118,0.1
0.341012509974427,0.12
0.3254263548627212,0.14
0.3030917623815283,0.16
0.296819010113221,0.18
0.3024183883802693,0.2
0.3048211401446686,0.22
0.3165914654689223,0.24
0.3243010238512818,0.26
0.325711496338932,0.28
0.3245582417117061,0.3
0.3049956897604543,0.32
0.2790681018511783,0.34
0.2645947367232324,0.36
0.2588203124440398,0.38
0.2562779313985095,0.4
0.2653365492644144,0.42
0.2748913723357855,0.44
0.2887962927656984,0.46
0.2981449568089384,0.48
0.3092395944519889,0.5
0.3149058234475329,0.52
0.3230437076674899,0.54
0.3266851502840492,0.56
0.3320014091814299,0.58
0.3412052039684652,0.6
0.3383822674171332,0.62
0.3362251316076801,0.64
0.3308964956958701,0.66
0.3284367601024177,0.68
0.3171945279230852,0.7000000000000001
0.3070551814964706,0.72
0.2965998445798992,0.74
0.3037432579709773,0.76
0.3073725070367357,0.78
0.2924768942030732,0.8
0.2801289847600503,0.8200000000000001
0.2723705601929997,0.84
0.2655444061177823,0.86
0.2584547391786563,0.88
0.2462233499177706,0.9
0.2380489126760745,0.92
0.2461679919870436,0.94
0.2465704576157649,0.96
0.2348053800191909,0.98
0.22951540942899,1.0
0.2363375082826314,1.02
0.2387861661373548,1.04
0.2329795124885213,1.06
0.2177486047669388,1.08
0.1993609296624138,1.1
0.2046531875770286,1.12
0.2269811909997088,1.14
0.2515186859983717,1.16
0.2837253265750218,1.18
0.3304886207747057,1.2
0.3639322471488311,1.22
0.3859436924588813,1.24
0.3859460171251601,1.26
0.3764657548480667,1.28
0.3750376293636844,1.3
0.3708066238756895,1.32
0.3610944391620831,1.34
0.3539069779750278,1.36
0.3616702862017093,1.38
0.3592250018736833,1.4
0.3651338609352989,1.42
0.3601164182624123,1.44
0.3621340349860451,1.46
0.3667220760496326,1.48
0.3674175448958193,1.5
0.3812143229573714,1.52
0.3943182678840621,1.54
0.4064331137978963,1.56
0.4029409942356052,1.58
0.4102497506927557,1.6
0.4151461547547196,1.62
0.4185666174400553,1.64
0.4124274494845704,1.66
0.4205728272399018,1.68
0.4515384038599769,1.7
0.4734367504113956,1.72
0.4749357443618007,1.74
0.4819507626040035,1.76
0.4951873687383767,1.78
0.5122452984410715,1.8
0.5175750320039859,1.82
0.5095847024282514,1.84
0.5217296292296509,1.86
0.538701304290547,1.88
0.5472636108249188,1.9
0.558800551756732,1.92
0.5805875629815512,1.94
0.6050423649957697,1.96
0.6289869957115781,1.98
0.6459163653012295,2.0
0.6551494829367686,2.02
0.6647816631669216,2.04
0.6793488126078977,2.06
0.7084196886745789,2.08
0.751317523890935,2.1
0.7951176059093155,2.12
0.8335368039161432,2.14
0.8594856367878384,2.16
0.8677359961154922,2.18
0.8639059015739384,2.2
0.8489425573441417,2.22
0.8410913073013446,2.24
0.8395141274074079,2.26
0.8414911918153865,2.28
0.8507789716710067,2.3000000000000003
0.8669114417427255,2.32
0.8801296310342613,2.34
0.8797558098905154,2.36
0.8871762675814918,2.38
0.8948844738465955,2.4
0.9040784018962612,2.42
0.9077806271857358,2.44
0.9052627227168164,2.46
0.9096645328511692,2.48
0.9167044123254454,2.5
0.9255576557143068,2.52
0.9180008590424588,2.54
0.9090446192851525,2.56
0.9016097395566968,2.58
0.901623812301266,2.6
0.9188693420189163,2.62
0.930266793397296,2.64
0.9435187348110464,2.66
0.9612211651763544,2.68
0.9930012092769024,2.7
1.0,2.72
0.9877494173773098,2.74
0.9750532485585244,2.76
0.9605384986218112,2.78
0.9523800458448876,2.8000000000000003
0.9313403668589916,2.82
0.9136708291908932,2.84
0.9070757700451724,2.86
0.909964446680196,2.88
0.9024619014747308,2.9
0.8819545635218098,2.92
0.871693383388038,2.94
0.8551606713435672,2.96
0.8521037693858509,2.98
0.8606274512462729,3.0
0.879020506760237,3.02
0.8969207003755374,3.04
0.9113613404160944,3.06
0.9179883654355688,3.08
0.9099454336795209,3.1
0.8970512870597743,3.12
0.8732267723339066,3.14
0.8498614429136212,3.16
0.8410605147600148,3.18
0.8320265402818513,3.2
0.8309096096246633,3.22
0.8311914230704319,3.24
0.8423771351709982,3.26
0.8482394946961237,3.28
0.8403731853987282,3.3000000000000003
0.8272222941841717,3.3200000000000003
0.8108290110909854,3.34
0.8039310886240598,3.36
0.8082243026438461,3.38
0.8178816568808238,3.4
0.8258883737675068,3.42
0.8440413597063386,3.44
0.8499932022674804,3.46
0.8414144088036387,3.48
0.8365398981351826,3.5
0.837551172117434,3.52
0.8542346067900898,3.54
0.8855100803195646,3.56
0.9015541102796722,3.58
0.9076018003265152,3.6
0.9176150462182532,3.62
0.9205187237660386,3.64
0.90649700212827,3.66
0.8780856020983249,3.68
0.8566811314795424,3.7
0.8399809400144236,3.72
0.8265682719040894,3.74
0.7972198848885177,3.76
0.7731635009335635,3.78
0.7711143719476207,3.8
0.76858816686673,3.82
0.7489998484987936,3.84
0.7142208831249287,3.86
0.6855223539330282,3.88
0.6648057147095873,3.9
0.6618961987262292,3.92
0.6537482740695507,3.94
0.6581412451373324,3.96
0.6729920797332325,3.98
0.6754771383947056,4.0
0.6623009440085585,4.0200000000000005
0.6299056151513514,4.04
0.590461538136165,4.0600000000000005
0.5521469263842577,4.08
0.5162984778193339,4.1
0.4839117424899513,4.12
0.4620315219486074,4.14
0.4580424359397652,4.16
0.4562053992749407,4.18
0.4498162313768825,4.2
0.4505651215422039,4.22
0.4559650557820188,4.24
0.4466952022549256,4.26
0.4373530551290953,4.28
0.4278207972363964,4.3
0.4195390406722076,4.32
0.4109607421334321,4.34
0.3976863786719531,4.36
0.3807974757583563,4.38
0.3779939694624072,4.4
0.3772657129302604,4.42
0.3565067820842835,4.44
0.3455988554973711,4.46
0.3440545141753445,4.48
0.3383352111264706,4.5
0.3151067838939757,4.5200000000000005
0.2942907716886853,4.54
0.2791842436072118,4.5600000000000005
0.2752241624290709,4.58
0.2716453448627457,4.6000000000000005
0.2593583752607213,4.62
0.2487324484412736,4.64
0.2431444861692204,4.66
0.2288152092359311,4.68
0.2077088812287906,4.7
0.2011148489195802,4.72
0.2067213169484636,4.74
0.2174161466840729,4.76
0.2346076217279513,4.78
0.2354451236445816,4.8
0.2212149507925623,4.82
0.2170132556566406,4.84
0.2232750638022532,4.86
0.2368065975376182,4.88
0.2645718775040333,4.9
0.2897452314266966,4.92
0.3227054680419339,4.94
0.3489422842646467,4.96
0.34510568583787,4.98
0.3383605070256878,5.0
0.3329257090698062,5.0200000000000005
0.3381167077020247,5.04
0.3437361394767221,5.0600000000000005
0.3509973408540474,5.08
0.3584845572316082,5.1000000000000005
0.3779170970437759,5.12
0.3835669759446717,5.14
0.3791049954648272,5.16
0.3788066610707566,5.18
0.3696297767526282,5.2
0.372338141293573,5.22
0.3730451336654731,5.24
0.3708480547270805,5.26
0.3809813307840243,5.28
0.3976686981763216,5.3
0.402499076245126,5.32
0.414739506877903,5.34
0.4088764680806732,5.36
0.3845216637198163,5.38
0.3567388029528229,5.4
0.3407342937418393,5.42
0.3217308062197487,5.44
0.3107674060178318,5.46
0.3024427576263078,5.48
0.3077514582150946,5.5
0.3357256704312019,5.5200000000000005
0.3492976527782677,5.54
0.3599951653324254,5.5600000000000005
0.3605158913861335,5.58
0.3664834893199569,5.6000000000000005
0.3735552929501359,5.62
0.3770839328738629,5.64
0.3778500764711656,5.66
0.3979294864801433,5.68
0.4230844288161853,5.7
0.438812353454311,5.72
0.4576028158977919,5.74
0.4543352416949324,5.76
0.4657823724489303,5.78
0.4995663846947535,5.8
0.5349823282439565,5.82
0.5791290932648411,5.84
0.6273606605991892,5.86
0.6689771229713635,5.88
0.7035530839993609,5.9
0.734215776722687,5.92
0.7496327033102047,5.94
0.7655055112036739,5.96
0.7843845775977599,5.98
0.7878160211196594,6.0
0.7985825902602448,6.0200000000000005
0.8096783764326676,6.04
0.8149209599406736,6.0600000000000005
0.8223048499502341,6.08
0.8263871510947057,6.1000000000000005
0.8348575428880296,6.12
0.8335908001184945,6.140000000000001
0.8370095325182614,6.16
0.8338359742950442,6.18
0.8441464484724647,6.2
0.8581716640719877,6.22
0.863722700469159,6.24
0.8766093500774437,6.26
0.8804721986802648,6.28
0.8738818237187184,6.3
0.8493879834013018,6.32
0.8398713539113456,6.34
0.8514555515513293,6.36
0.8629585806442135,6.38
0.8688124972984839,6.4
0.8813283397118434,6.42
0.9111615042101382,6.44
0.927512759991334,6.46
0.9251972989473708,6.48
0.9031162247203496,6.5
0.9037389413255408,6.5200000000000005
0.908631954068595,6.54
0.8938480113205151,6.5600000000000005
0.8701635646274946,6.58
0.8596676072931324,6.6000000000000005
0.8650762628214927,6.62
0.8584894343576068,6.640000000000001
0.8405062763878451,6.66
0.8186196799823398,6.68
0.810187343935815,6.7
0.8084691603716219,6.72
0.8060939252714658,6.74
