disp,time
0.24570018547661995,0.0
0.234144411458154,0.02
0.15805414608316704,0.04
0.2055033614370972,0.06
0.23303907504881013,0.08
0.24774290151500392,0.1
0.24251690845968962,0.12
0.22428498347044787,0.14
0.21419019698629532,0.16
0.25304567852664545,0.18
0.2508205500311599,0.2
0.20369047860408032,0.22
0.17645286920985273,0.24
0.16965733773050926,0.26
0.15253861610908814,0.28
0.09718703329350058,0.3
0.16121070388281852,0.32
0.09078797624601806,0.34
0.16307654665979032,0.36
0.15842826018158065,0.38
0.15453001246558104,0.4
0.24029017558598156,0.42
0.2591499084006223,0.44
0.3093803209265994,0.46
0.3086935519372699,0.48
0.3296516177392829,0.5
0.3213029292873725,0.52
0.3265411713644281,0.54
0.30529118930578386,0.56
0.35970828634918395,0.58
0.27133080417371536,0.6
0.3004985594614385,0.62
0.32602396599936984,0.64
0.30942479535029144,0.66
0.2522582946427393,0.68
0.26863343709324605,0.7
0.15913323113985478,0.72
0.24182696709442913,0.74
0.2090098722920759,0.76
0.23389882112431645,0.78
0.28439998129243926,0.8
0.24040765092030308,0.82
0.1882778584385252,0.84
0.2538033815820241,0.86
0.239788305937043,0.88
0.15620641476024752,0.9
0.2581797403987919,0.92
0.3561579723282438,0.94
0.35234781316385944,0.96
0.3390910167128873,0.98
0.24802303255537084,1.0
0.3385984540995201,1.02
0.3384827897251082,1.04
0.3590186376881102,1.06
0.25908800458879194,1.08
0.226527649899068,1.1
0.3171359073620123,1.12
0.31921812693799106,1.14
0.3086860688065968,1.16
0.18784972566149846,1.18
0.1773773593914437,1.2
0.28975669995063263,1.22
0.26698514675533896,1.24
0.30390750508602343,1.26
0.21407638816492103,1.28
0.2780907660569871,1.3
0.2779305983185691,1.32
0.30739907282511314,1.34
0.28508734815345216,1.36
0.32581943980934164,1.38
0.3011250613847856,1.4
0.20030283425168122,1.42
0.26990917085620275,1.44
0.2837419206236744,1.46
0.2925634469248149,1.48
0.3019029714295598,1.5
0.2805262606332771,1.52
0.26283798001282926,1.54
0.2780907660569872,1.56
0.20030283425168122,1.58
0.24986310929777797,1.6
0.31389683144856867,1.62
0.3183359902835677,1.64
0.2906144246809245,1.66
0.3030396976549532,1.68
0.28975669995063263,1.7
0.2731499476152152,1.72
0.31581200420218075,1.74
0.20335661690257023,1.76
0.29467869362929644,1.78
0.31581200420218064,1.8
0.3098108545590095,1.82
0.30048208475363164,1.84
0.29490637559029015,1.86
0.34258904874922425,1.88
0.24640730895812823,1.9
0.12488123795002147,1.92
0.11071229160117681,1.94
0.07505791129760495,1.96
0.11583767147175023,1.98
0.17806732290033095,2.0
0.15281248605988634,2.02
0.14374119443256023,2.04
0.17341988643054845,2.06
0.1531377687870468,2.08
0.1252519800566098,2.1
0.14478702901290055,2.12
0.15386951300809176,2.14
0.13882832258243716,2.16
0.034115206547441046,2.18
0.14507595767464168,2.2
0.14522343282889,2.22
